X,SITE_ID,fire_year,Incid_Name,Ig_Date,rank.x,X.x.x,OBJECTID.x,survey_year.x,site_survey_id,QC_visit.x,pf_survey,YPF,fire_site_id,rank.y,ignition_date,ppc_burned_perc,ppc_himod_perc,ppc_burned_sqkm,ppc_himod_sqkm,ppc_area_sqkm,rip_burned_perc,rip_himod_perc,rip_burned_sqkm,rip_himod_sqkm,rip_area_sqkm,reach_burned_perc,reach_himod_perc,reach_burned_sqkm,reach_himod_sqkm,reach_area_sqkm,ppc_burn_ratio,rip_burn_ratio,reach_burn_ratio,SITE.x,CREEK_CODE.x,TERRA_PROV,AQUA_PROV,HU_12_NAME,COUNTY,STATES,SUBREGION,REGION,BASIN,SUBBASIN,pebs_measured,n_fines,n_bedrock,n_pebble,n_cobble,n_boulder,perc_fines,perc_bedrock,perc_pebble,perc_cobble,perc_boulder,D16,D50,D84,Rowid.x,elev_min,elev_max,relief,elev_mean,elev_std,elev_median,OBJECTID.y,CREEK_CODE.y,SITE.y,area_sqkm.x,Rowid.y,slope_min,slope_max,slope_range,slope_mean,slope_std,slope_median,slope23d_perc_greater,area_greater_slope23d,COMID.x,CreekCode.x,REGIONID.x,WSAREASQKM,SANDWS,CLAYWS,ELEVWS,WETINDEXWS,KFFACTWS,AGKFFACTWS,BFIWS,PCTGLACLAKEFINEWS,PCTGLACTILCLAYWS,PCTGLACTILLOAMWS,PCTNONCARBRESIDWS,PCTCOASTCRSWS,PCTGLACLAKECRSWS,PCTEXTRUVOLWS,PCTEOLFINEWS,PCTEOLCRSWS,PCTGLACTILCRSWS,PCTSILICICWS,PCTSALLAKEWS,PCTCARBRESIDWS,PCTALLUVCOASTWS,PCTALKINTRUVOLWS,PCTWATERWS,PCTHYDRICWS,PCTCOLLUVSEDWS,RUNOFFWS,RDCRSWS,RDCRSSLPWTDWS,TMAX8110WS,TMIN8110WS,PRECIP8110WS,TMEAN8110WS,COMPSTRGTHWS,NWS,HYDRLCONDWS,MGOWS,K2OWS,AL2O3WS,NA2OWS,SIO2WS,CAOWS,P2O5WS,SWS,FE2O3WS,PERMWS,WTDEPWS,RCKDEPWS,OMWS,RDDENSWS,PRECIP08WS,TMEAN08WS,TMEAN09WS,PRECIP09WS,REGIONID.y,WSAREASQKMRP100,RDDENSWSRP100,stream_gradient,stream_slope,dom_geology,X.y.x,channel_freq,creek_code.x,reach_length_surveyed,OBJECTID.x.x,CREEK_CODE,SITE,area_sqkm.y,X.x.x.x,COMID.y,CreekCode.y,RL,VBA,SWA,CatArea,VBL,VBL_RL_R,VBA_RWA_R,inWtrbdy,Confinement,bankfull_mean,mean_ad,mean_cc,mean_ddi,X.y.y,site_id.x,survey_year.y,reach_length,frequency_km,aggr_pieces_km,aggr_perc_km,vol_km,site_id.y,high_flow_count,usgs_site,distance_m,distance_km,X.x.y,creek_code.y,site,survey_date,survey_type,channel_width,reach_length_bankfull,upstream_length,main_or_trib,X.y.y.y,OBJECTID.y.y,survey_year,QC_visit.y,survey_date2,survey_date3,bankfull_all_mean,relative_bankfull
433,CATEN0043,1987,TEN BALD,1987-08-30,1,417,417,2011,2011CATEN1043,N,yes,24,1987_CATEN0043,1,8/30/1987,57.344,38.839,20.018,13.558,34.9335,46.666,21.772,2.664,1.243,5.710609913,68.027,17.06,0.056,0.014,0.082117794,0.67729841,0.466549522,0.250782777,43,CATEN,Klamath,Klamath/Siskiyou,Ten Mile Creek,Siskiyou,CA,Klamath-Northern California Coastal,California Region,Klamath,Lower Klamath,105,0,7,34,24,58,0,6.67,32.38,22.86,55.24,21,173.5,634.4,750,576,1862,1286,1272.898668,270.0352506,1290,750,CATEN,43,34.90738237,750,0.954841256,54.51238251,53.55754125,27.40750252,7.558325349,28.12178421,72.91938238,25.454247629229,4440534,CATEN,Region18,35.4006,47.7440189149337,21.8176724970763,1265.6225,574.3334,0.2511,0,52.6972,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1335,0,0,16.2986294161,4.60843264733,2210.37350525,10.4559411533,139.2211,0.0053,0.2742,23.0723,0.4856,7.0376,1.2536,46.7662,4.6156,0.117,0.1014,9.0305,7.77602888086643,181.668178166472,93.4852740631514,0.786720903035542,0.0168,1964.33432719426,10.0893960897875,10.4210578160111,1532.12242704258,Region18,6.4341,0.0124,0.045321694,0.05453027, Igneous and Metamorphic,1645,1,CATEN,295,750,CATEN,43,34.90738237,92,4440534,CATEN,1.007,0,18203.8241,542700,0,0,0,0,Confined,12.695,133.934194450315,49.3763192589568,3.84441007219678,1316,CATEN0043,2011,295,16.95,6.78,40,31.39,CATEN0043,72,11521500,16522.6041140221,16.5226041140221,417,CATEN,43,2011-07-21 17:09:51,Regular,13.4,280,280,Mainstream,417,417,2011,N,2011-07-21,2011-07-21,11.711666666666666,1.0839618613917748
434,CATEN0043,1987,TEN BALD,1987-08-30,1,3274,3274,2019,2019CATEN1043,N,yes,32,1987_CATEN0043,1,8/30/1987,57.344,38.839,20.018,13.558,34.9335,46.666,21.772,2.664,1.243,5.710609913,68.027,17.06,0.056,0.014,0.082117794,0.67729841,0.466549522,0.250782777,43,CATEN,Klamath,Klamath/Siskiyou,Ten Mile Creek,Siskiyou,CA,Klamath-Northern California Coastal,California Region,Klamath,Lower Klamath,297,4,27,164,79,247,1.35,9.09,55.22,26.6,83.16,18,47.5,139.8,750,576,1862,1286,1272.898668,270.0352506,1290,750,CATEN,43,34.90738237,750,0.954841256,54.51238251,53.55754125,27.40750252,7.558325349,28.12178421,72.91938238,25.454247629229,4440534,CATEN,Region18,35.4006,47.7440189149337,21.8176724970763,1265.6225,574.3334,0.2511,0,52.6972,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1335,0,0,16.2986294161,4.60843264733,2210.37350525,10.4559411533,139.2211,0.0053,0.2742,23.0723,0.4856,7.0376,1.2536,46.7662,4.6156,0.117,0.1014,9.0305,7.77602888086643,181.668178166472,93.4852740631514,0.786720903035542,0.0168,1964.33432719426,10.0893960897875,10.4210578160111,1532.12242704258,Region18,6.4341,0.0124,0.045321694,0.05453027, Igneous and Metamorphic,3150,1,CATEN,295,750,CATEN,43,34.90738237,92,4440534,CATEN,1.007,0,18203.8241,542700,0,0,0,0,Confined,12.109,125.332653157996,37.0922074104163,3.03514474920062,2688,CATEN0043,2019,295,10.17,0,0,19.12,CATEN0043,72,11521500,16522.6041140221,16.5226041140221,3274,CATEN,43,2019-07-13 00:00:00,Regular,0,0,0,NA,3274,3274,2019,N,2019-07-13,2019-07-13,11.711666666666666,1.0339262843318628
435,CATEN0043,2017,OAK,2017-08-12,2,3274,3274,2019,2019CATEN1043,N,yes,2,2017_CATEN0043,2,8/12/2017,37.251,20.404,13.003,7.122,34.9335,29.658,12.437,1.693,0.71,5.710609913,22.448,0,0.018,0,0.082117794,0.547743685,0.419347225,0,43,CATEN,Klamath,Klamath/Siskiyou,Ten Mile Creek,Siskiyou,CA,Klamath-Northern California Coastal,California Region,Klamath,Lower Klamath,297,4,27,164,79,247,1.35,9.09,55.22,26.6,83.16,18,47.5,139.8,750,576,1862,1286,1272.898668,270.0352506,1290,750,CATEN,43,34.90738237,750,0.954841256,54.51238251,53.55754125,27.40750252,7.558325349,28.12178421,72.91938238,25.454247629229,4440534,CATEN,Region18,35.4006,47.7440189149337,21.8176724970763,1265.6225,574.3334,0.2511,0,52.6972,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1335,0,0,16.2986294161,4.60843264733,2210.37350525,10.4559411533,139.2211,0.0053,0.2742,23.0723,0.4856,7.0376,1.2536,46.7662,4.6156,0.117,0.1014,9.0305,7.77602888086643,181.668178166472,93.4852740631514,0.786720903035542,0.0168,1964.33432719426,10.0893960897875,10.4210578160111,1532.12242704258,Region18,6.4341,0.0124,0.045321694,0.05453027, Igneous and Metamorphic,3150,1,CATEN,295,750,CATEN,43,34.90738237,92,4440534,CATEN,1.007,0,18203.8241,542700,0,0,0,0,Confined,12.109,125.332653157996,37.0922074104163,3.03514474920062,2688,CATEN0043,2019,295,10.17,0,0,19.12,CATEN0043,72,11521500,16522.6041140221,16.5226041140221,3274,CATEN,43,2019-07-13 00:00:00,Regular,0,0,0,NA,3274,3274,2019,N,2019-07-13,2019-07-13,11.711666666666666,1.0339262843318628
436,CATEN0043,2018,NATCHEZ,2018-07-15,3,3274,3274,2019,2019CATEN1043,N,yes,1,2018_CATEN0043,3,7/15/2018,24.614,17.847,8.592,6.23,34.9335,34.487,22.543,1.969,1.287,5.710609913,0,0,0,0,NA,0.72507516,0.653666599,NA,43,CATEN,Klamath,Klamath/Siskiyou,Ten Mile Creek,Siskiyou,CA,Klamath-Northern California Coastal,California Region,Klamath,Lower Klamath,297,4,27,164,79,247,1.35,9.09,55.22,26.6,83.16,18,47.5,139.8,750,576,1862,1286,1272.898668,270.0352506,1290,750,CATEN,43,34.90738237,750,0.954841256,54.51238251,53.55754125,27.40750252,7.558325349,28.12178421,72.91938238,25.454247629229,4440534,CATEN,Region18,35.4006,47.7440189149337,21.8176724970763,1265.6225,574.3334,0.2511,0,52.6972,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1335,0,0,16.2986294161,4.60843264733,2210.37350525,10.4559411533,139.2211,0.0053,0.2742,23.0723,0.4856,7.0376,1.2536,46.7662,4.6156,0.117,0.1014,9.0305,7.77602888086643,181.668178166472,93.4852740631514,0.786720903035542,0.0168,1964.33432719426,10.0893960897875,10.4210578160111,1532.12242704258,Region18,6.4341,0.0124,0.045321694,0.05453027, Igneous and Metamorphic,3150,1,CATEN,295,750,CATEN,43,34.90738237,92,4440534,CATEN,1.007,0,18203.8241,542700,0,0,0,0,Confined,12.109,125.332653157996,37.0922074104163,3.03514474920062,2688,CATEN0043,2019,295,10.17,0,0,19.12,CATEN0043,72,11521500,16522.6041140221,16.5226041140221,3274,CATEN,43,2019-07-13 00:00:00,Regular,0,0,0,NA,3274,3274,2019,N,2019-07-13,2019-07-13,11.711666666666666,1.0339262843318628
437,CATEN0077,1987,TEN BALD,1987-08-30,1,418,418,2003,2003CATEN1077,N,yes,16,1987_CATEN0077,1,8/30/1987,61.094,38.64,24.472,15.478,40.0869,53.949,24.28,3.773,1.698,6.995870113,50.991,0.496,0.038,0,0.075117545,0.632468,0.450054681,0.009727207,77,CATEN,Klamath,Klamath/Siskiyou,Ten Mile Creek,Siskiyou,CA,Klamath-Northern California Coastal,California Region,Klamath,Lower Klamath,117,5,31,23,33,61,4.27,26.5,19.66,28.21,52.14,20,100,418,747,479,1862,1383,1227.294507,294.0111397,1249,747,CATEN,77,40.05692866,747,0.954841256,54.51238251,53.55754125,27.06484189,7.528704865,27.70244408,70.92491798,28.4103437974121,4439208,CATEN,Region18,40.7151,47.4727237560512,22.0254682906342,1217.6204,578.1985,0.2522,0,52.7747,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1335,7e-4,0.0013,16.6086887952,4.60023843496,2171.09641392,10.6067854641,136.902,0.0049,0.2761,23.7319,0.4568,6.7175,1.1804,46.4921,4.5274,0.1124,0.1033,9.0433,7.65187316253675,181.649654501647,94.0349463958089,0.786840336877473,0.0181,1956.54419759296,10.2064160968428,10.542310640792,1521.66643338774,Region18,7.8255,0.0223,0.04363278,0.02536585, Igneous and Metamorphic,186,1,CATEN,235,747,CATEN,77,40.05692866,73,4439208,CATEN,1.559,0,34350.8445,2185200,0,0,0,0,Confined,9.188,131.996109887166,47.6310311308349,3.76839395900976,137,CATEN0077,2003,235,4.26,0,0,12.85,CATEN0077,72,11521500,17430.4598582539,17.4304598582539,418,CATEN,77,2003-07-07 00:00:00,Regular,10.19999981,235,235,MAINSTEM,418,418,2003,N,2003-07-07,2003-07-07,10.468,0.8777225831104318
438,CATEN0077,1987,TEN BALD,1987-08-30,1,419,419,2011,2011CATEN1077,N,yes,24,1987_CATEN0077,1,8/30/1987,61.094,38.64,24.472,15.478,40.0869,53.949,24.28,3.773,1.698,6.995870113,50.991,0.496,0.038,0,0.075117545,0.632468,0.450054681,0.009727207,77,CATEN,Klamath,Klamath/Siskiyou,Ten Mile Creek,Siskiyou,CA,Klamath-Northern California Coastal,California Region,Klamath,Lower Klamath,105,1,33,31,17,49,0.95,31.43,29.52,16.19,46.67,19,92.5,600.48,747,479,1862,1383,1227.294507,294.0111397,1249,747,CATEN,77,40.05692866,747,0.954841256,54.51238251,53.55754125,27.06484189,7.528704865,27.70244408,70.92491798,28.4103437974121,4439208,CATEN,Region18,40.7151,47.4727237560512,22.0254682906342,1217.6204,578.1985,0.2522,0,52.7747,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1335,7e-4,0.0013,16.6086887952,4.60023843496,2171.09641392,10.6067854641,136.902,0.0049,0.2761,23.7319,0.4568,6.7175,1.1804,46.4921,4.5274,0.1124,0.1033,9.0433,7.65187316253675,181.649654501647,94.0349463958089,0.786840336877473,0.0181,1956.54419759296,10.2064160968428,10.542310640792,1521.66643338774,Region18,7.8255,0.0223,0.04363278,0.02536585, Igneous and Metamorphic,1646,1,CATEN,235,747,CATEN,77,40.05692866,73,4439208,CATEN,1.559,0,34350.8445,2185200,0,0,0,0,Confined,11.48,136.494753338967,51.0235056442708,3.98441833790576,1317,CATEN0077,2011,235,17.02,0,0,43.83,CATEN0077,72,11521500,17430.4598582539,17.4304598582539,419,CATEN,77,2011-07-24 12:29:44,Regular,13.3,280,280,Mainstream,419,419,2011,N,2011-07-24,2011-07-24,10.468,1.096675582728315
439,CATEN0077,1987,TEN BALD,1987-08-30,1,3275,3275,2019,2019CATEN1077,N,yes,32,1987_CATEN0077,1,8/30/1987,61.094,38.64,24.472,15.478,40.0869,53.949,24.28,3.773,1.698,6.995870113,50.991,0.496,0.038,0,0.075117545,0.632468,0.450054681,0.009727207,77,CATEN,Klamath,Klamath/Siskiyou,Ten Mile Creek,Siskiyou,CA,Klamath-Northern California Coastal,California Region,Klamath,Lower Klamath,300,7,93,111,70,188,2.33,31,37,23.33,62.67,14,53,181.04,747,479,1862,1383,1227.294507,294.0111397,1249,747,CATEN,77,40.05692866,747,0.954841256,54.51238251,53.55754125,27.06484189,7.528704865,27.70244408,70.92491798,28.4103437974121,4439208,CATEN,Region18,40.7151,47.4727237560512,22.0254682906342,1217.6204,578.1985,0.2522,0,52.7747,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1335,7e-4,0.0013,16.6086887952,4.60023843496,2171.09641392,10.6067854641,136.902,0.0049,0.2761,23.7319,0.4568,6.7175,1.1804,46.4921,4.5274,0.1124,0.1033,9.0433,7.65187316253675,181.649654501647,94.0349463958089,0.786840336877473,0.0181,1956.54419759296,10.2064160968428,10.542310640792,1521.66643338774,Region18,7.8255,0.0223,0.04363278,0.02536585, Igneous and Metamorphic,3151,1,CATEN,235,747,CATEN,77,40.05692866,73,4439208,CATEN,1.559,0,34350.8445,2185200,0,0,0,0,Confined,10.736,126.469804418265,38.728647190139,3.14229404716396,2689,CATEN0077,2019,235,17.02,0,0,165.53,CATEN0077,72,11521500,17430.4598582539,17.4304598582539,3275,CATEN,77,2019-07-11 00:00:00,Regular,0,0,0,NA,3275,3275,2019,N,2019-07-11,2019-07-11,10.468,1.0256018341612534
440,CATEN0077,2017,OAK,2017-08-12,2,3275,3275,2019,2019CATEN1077,N,yes,2,2017_CATEN0077,2,8/12/2017,44.022,22.049,17.634,8.832,40.0869,39.671,15.27,2.774,1.068,6.995870113,70.029,0.82,0.053,0.001,0.075117545,0.500863205,0.384915934,0.011709435,77,CATEN,Klamath,Klamath/Siskiyou,Ten Mile Creek,Siskiyou,CA,Klamath-Northern California Coastal,California Region,Klamath,Lower Klamath,300,7,93,111,70,188,2.33,31,37,23.33,62.67,14,53,181.04,747,479,1862,1383,1227.294507,294.0111397,1249,747,CATEN,77,40.05692866,747,0.954841256,54.51238251,53.55754125,27.06484189,7.528704865,27.70244408,70.92491798,28.4103437974121,4439208,CATEN,Region18,40.7151,47.4727237560512,22.0254682906342,1217.6204,578.1985,0.2522,0,52.7747,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1335,7e-4,0.0013,16.6086887952,4.60023843496,2171.09641392,10.6067854641,136.902,0.0049,0.2761,23.7319,0.4568,6.7175,1.1804,46.4921,4.5274,0.1124,0.1033,9.0433,7.65187316253675,181.649654501647,94.0349463958089,0.786840336877473,0.0181,1956.54419759296,10.2064160968428,10.542310640792,1521.66643338774,Region18,7.8255,0.0223,0.04363278,0.02536585, Igneous and Metamorphic,3151,1,CATEN,235,747,CATEN,77,40.05692866,73,4439208,CATEN,1.559,0,34350.8445,2185200,0,0,0,0,Confined,10.736,126.469804418265,38.728647190139,3.14229404716396,2689,CATEN0077,2019,235,17.02,0,0,165.53,CATEN0077,72,11521500,17430.4598582539,17.4304598582539,3275,CATEN,77,2019-07-11 00:00:00,Regular,0,0,0,NA,3275,3275,2019,N,2019-07-11,2019-07-11,10.468,1.0256018341612534
441,CATEN0077,2018,NATCHEZ,2018-07-15,3,3275,3275,2019,2019CATEN1077,N,yes,1,2018_CATEN0077,3,7/15/2018,21.45,15.553,8.592,6.23,40.0869,28.15,18.401,1.969,1.287,6.995870113,0,0,0,0,NA,0.725081585,0.653676732,NA,77,CATEN,Klamath,Klamath/Siskiyou,Ten Mile Creek,Siskiyou,CA,Klamath-Northern California Coastal,California Region,Klamath,Lower Klamath,300,7,93,111,70,188,2.33,31,37,23.33,62.67,14,53,181.04,747,479,1862,1383,1227.294507,294.0111397,1249,747,CATEN,77,40.05692866,747,0.954841256,54.51238251,53.55754125,27.06484189,7.528704865,27.70244408,70.92491798,28.4103437974121,4439208,CATEN,Region18,40.7151,47.4727237560512,22.0254682906342,1217.6204,578.1985,0.2522,0,52.7747,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1335,7e-4,0.0013,16.6086887952,4.60023843496,2171.09641392,10.6067854641,136.902,0.0049,0.2761,23.7319,0.4568,6.7175,1.1804,46.4921,4.5274,0.1124,0.1033,9.0433,7.65187316253675,181.649654501647,94.0349463958089,0.786840336877473,0.0181,1956.54419759296,10.2064160968428,10.542310640792,1521.66643338774,Region18,7.8255,0.0223,0.04363278,0.02536585, Igneous and Metamorphic,3151,1,CATEN,235,747,CATEN,77,40.05692866,73,4439208,CATEN,1.559,0,34350.8445,2185200,0,0,0,0,Confined,10.736,126.469804418265,38.728647190139,3.14229404716396,2689,CATEN0077,2019,235,17.02,0,0,165.53,CATEN0077,72,11521500,17430.4598582539,17.4304598582539,3275,CATEN,77,2019-07-11 00:00:00,Regular,0,0,0,NA,3275,3275,2019,N,2019-07-11,2019-07-11,10.468,1.0256018341612534
442,CAUBB0002,2003,SPANISH,2003-09-28,1,404,404,2010,2010CAUBB1002,N,yes,7,2003_CAUBB0002,1,9/28/2003,51.19,19.754,11.258,4.345,22.0095,38.876,7.898,1.259,0.256,3.240159988,96.055,63.28,0.065,0.043,0.068435298,0.385895683,0.203158761,0.658789235,2,CAUBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,6,16,39,26,71,5.71,15.24,37.14,24.76,67.62,11.08,60,386,586,1144,1893,749,1592.462553,134.4867251,1618,586,CAUBB,2,21.99204961,586,0,49.35964966,49.35964966,20.12230475,7.567402811,19.80992889,32.84385095,7.22303599475846,8297637,CAUBB,Region18,22.0455,28.79,24.58,1591.9689,602.7746,0.3,0,37.2905,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,691.2359,0.0082,0.0304,14.9695793905,5.31102793337,1138.0261915,10.1425572519,80.7943,0.034,0.4974,3.2078,2.3138,14.5094,1.776,59.6135,2.6675,0.1468,0.048,7.7195,3.73,182.88,67.71,0.77,2.3052,783.854179944927,11.7182547324172,11.62775355287,745.258961204858,Region18,3.5298,2.3441,0.05133298,0.08547414,Metamorphic Schist,1457,1,CAUBB,240,586,CAUBB,2,21.99204961,251,8297637,CAUBB,0.964,0,6967.41031,1618200,0,0,0,0,Confined,9.43,115.757770603743,41.9915070374366,3.37644893357593,1140,CAUBB0002,2010,240,112.5,83.33,74.07,765.55,CAUBB0002,36,11470500,26614.4332490613,26.6144332490613,404,CAUBB,2,2010-07-10 00:00:00,Regular,12.1,280,280,TRIBUTARY ,404,404,2010,N,2010-07-10,2010-07-10,7.943,1.1872088631499433
443,CAUBB0002,2003,SPANISH,2003-09-28,1,2885,2885,2018,2018CAUBB1002,N,yes,15,2003_CAUBB0002,1,9/28/2003,51.19,19.754,11.258,4.345,22.0095,38.876,7.898,1.259,0.256,3.240159988,96.055,63.28,0.065,0.043,0.068435298,0.385895683,0.203158761,0.658789235,2,CAUBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,25,41,177,45,247,8.33,13.67,59,15,82.33,5,18,104.16,586,1144,1893,749,1592.462553,134.4867251,1618,586,CAUBB,2,21.99204961,586,0,49.35964966,49.35964966,20.12230475,7.567402811,19.80992889,32.84385095,7.22303599475846,8297637,CAUBB,Region18,22.0455,28.79,24.58,1591.9689,602.7746,0.3,0,37.2905,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,691.2359,0.0082,0.0304,14.9695793905,5.31102793337,1138.0261915,10.1425572519,80.7943,0.034,0.4974,3.2078,2.3138,14.5094,1.776,59.6135,2.6675,0.1468,0.048,7.7195,3.73,182.88,67.71,0.77,2.3052,783.854179944927,11.7182547324172,11.62775355287,745.258961204858,Region18,3.5298,2.3441,0.05133298,0.08547414,Metamorphic Schist,2944,1,CAUBB,240,586,CAUBB,2,21.99204961,251,8297637,CAUBB,0.964,0,6967.41031,1618200,0,0,0,0,Confined,5.843,118.777206933316,50.7410883608283,3.97580423500922,2499,CAUBB0002,2018,240,75,12.5,16.67,338.81,CAUBB0002,36,11470500,26614.4332490613,26.6144332490613,2885,CAUBB,2,2018-07-27 00:00:00,Regular,0,240,0,NA,2885,2885,2018,N,2018-07-27,2018-07-27,7.943,0.7356162658944984
444,CAUBB0006,2006,HUNTER,2006-07-24,1,439,439,2010,2010CAUBB1006,N,yes,4,2006_CAUBB0006,1,7/24/2006,62.559,13.273,10.595,2.248,16.9497,64.089,9.857,3.02,0.464,4.715410233,49.748,16.326,0.022,0.007,0.046242673,0.212167714,0.153801744,0.328173997,6,CAUBB,Klamath,Klamath/Siskiyou,Baldy Creek-Black Butte River,Glenn/Mendocino/Lake,CA,Klamath-Northern California Coastal,California Region,Northern California Coastal,Middle Fork Eel,105,19,3,36,24,79,18.1,2.86,34.29,22.86,75.24,1,52.5,446.8,588,1137,2051,914,1537.201377,163.1437109,1528,588,CAUBB,6,16.93614604,588,0,40.37676239,40.37676239,17.40012399,5.760967561,17.28279495,15.5838245,2.6392992759373,8297561,CAUBB,Region18,17.5554,32.074975392187,22.6930831539014,1526.0649,611.0603,0.2806,0,33.9448,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,711,0,0,15.8276855856,5.46856835722,2066.78603608,10.6505561764,110.5351,0.0235,0.423,11.8944,1.4121,11.323,1.5891,53.1546,3.409,0.1465,0.0714,8.4384,4.01505741823029,182.413210294268,80.9564446836871,1.78968471239619,0.5648,1310.98389399027,11.5864694095702,11.4554718646916,1249.91137464314,Region18,5.364,0.333,0.09118914,0.12737395,Melange,1458,1,CAUBB,150,588,CAUBB,6,16.93614604,249,8297561,CAUBB,1.79,0,18242.30298,1108800,0,0,0,0,Confined,12.932,141.710904755064,45.1970847365944,4.01223587889553,1141,CAUBB0006,2010,150,33.33,13.33,40,56.16,CAUBB0006,16,11472900,21375.6724967141,21.3756724967141,439,CAUBB,6,2010-07-11 00:00:00,Regular,10.5,240,240,TRIBUTARY,439,439,2010,N,2010-07-11,2010-07-11,8.629333333333333,1.498609394313968
445,CAUBB0006,2006,HUNTER,2006-07-24,1,2886,2886,2018,2018CAUBB1006,N,yes,12,2006_CAUBB0006,1,7/24/2006,62.559,13.273,10.595,2.248,16.9497,64.089,9.857,3.02,0.464,4.715410233,49.748,16.326,0.022,0.007,0.046242673,0.212167714,0.153801744,0.328173997,6,CAUBB,Klamath,Klamath/Siskiyou,Baldy Creek-Black Butte River,Glenn/Mendocino/Lake,CA,Klamath-Northern California Coastal,California Region,Northern California Coastal,Middle Fork Eel,300,18,3,247,32,297,6,1,82.33,10.67,99,5,18,46,588,1137,2051,914,1537.201377,163.1437109,1528,588,CAUBB,6,16.93614604,588,0,40.37676239,40.37676239,17.40012399,5.760967561,17.28279495,15.5838245,2.6392992759373,8297561,CAUBB,Region18,17.5554,32.074975392187,22.6930831539014,1526.0649,611.0603,0.2806,0,33.9448,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,711,0,0,15.8276855856,5.46856835722,2066.78603608,10.6505561764,110.5351,0.0235,0.423,11.8944,1.4121,11.323,1.5891,53.1546,3.409,0.1465,0.0714,8.4384,4.01505741823029,182.413210294268,80.9564446836871,1.78968471239619,0.5648,1310.98389399027,11.5864694095702,11.4554718646916,1249.91137464314,Region18,5.364,0.333,0.09118914,0.12737395,Melange,2945,3,CAUBB,150,588,CAUBB,6,16.93614604,249,8297561,CAUBB,1.79,0,18242.30298,1108800,0,0,0,0,Confined,4.515,133.533556431223,46.0618743512159,4.00730203482738,2500,CAUBB0006,2018,150,40,20,50,40.92,CAUBB0006,16,11472900,21375.6724967141,21.3756724967141,2886,CAUBB,6,2018-07-29 00:00:00,Regular,0,150,0,NA,2886,2886,2018,N,2018-07-29,2018-07-29,8.629333333333333,0.523215389369592
446,CAUBB0008,2006,HUNTER,2006-07-24,1,408,408,2010,2010CAUBB1008,N,yes,4,2006_CAUBB0008,1,7/24/2006,63.902,15.918,3.802,0.947,5.9553,72.433,13.651,1.001,0.189,1.382390022,52.526,0.056,0.027,0,0.051791168,0.249100185,0.188463822,0.001066139,8,CAUBB,Klamath,Klamath/Siskiyou,Baldy Creek-Black Butte River,Glenn/Mendocino/Lake,CA,Klamath-Northern California Coastal,California Region,Northern California Coastal,Middle Fork Eel,105,22,2,41,26,89,20.95,1.9,39.05,24.76,84.76,1,45,191.24,587,1365,2051,686,1672.830017,137.4091228,1660,587,CAUBB,8,5.950537332,587,0.337614715,40.37676239,40.03914768,19.44878959,5.754477496,19.44368553,25.42393103,1.51286050720208,8297593,CAUBB,Region18,4.995,36.0188468468469,17.5354234234234,1669.9778,604.1191,0.2599,0,33.871,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,711,0,0,14.8259323673,5.14802825861,2111.39318541,9.98841027029,83.179,0.0337,0.5017,3.2633,2.285,14.5139,1.7964,59.4546,2.7745,0.1489,0.0477,7.768,5.00819459459459,182.796115315315,81.4103027027027,2.2225027027027,1.0604,1371.55363901441,11.0221844286487,10.8288024654829,1271.62073242162,Region18,1.0062,0.8228,0.084616013,0.07847561,Melange,1459,1,CAUBB,160,587,CAUBB,8,5.950537332,250,8297593,CAUBB,0.605,0,5109.50247,725400,0,0,0,0,Confined,7.115,159.494310026807,47.52248293857,4.34570590708775,1142,CAUBB0008,2010,160,87.5,50,57.14,371.18,CAUBB0008,16,11472900,21359.0908686499,21.3590908686499,408,CAUBB,8,2010-07-12 00:00:00,Regular,7.5,160,160,TRIBUTARY ,408,408,2010,N,2010-07-12,2010-07-12,6.197333333333333,1.1480744406196215
