,site_survey_id,creek_code.x,site.x,survey_date.x,survey_type.x,channel_width.x,reach_length_bankfull.x,upstream_length.x,SITE_ID,survey_year.x,QC_visit.x,SITE.x,CREEK_CODE.x,TERRA_PROV,AQUA_PROV,HU_12_NAME,COUNTY,STATES,SUBREGION,REGION,BASIN,SUBBASIN,pebs_measured,n_fines,n_bedrock,n_pebble,n_cobble,n_boulder,perc_fines,perc_bedrock,perc_pebble,perc_cobble,perc_boulder,D16,D50,D84,Rowid.x,elev_min,elev_max,relief,elev_mean,elev_std,elev_median,OBJECTID.y,CREEK_CODE.y,SITE.y,area_sqkm.x,slope_min,slope_max,slope_range,slope_mean,slope_std,slope_median,slope23d_perc_greater,area_greater_slope23d,COMID.x,CreekCode.x,REGIONID.x,WSAREASQKM,SANDWS,CLAYWS,ELEVWS,WETINDEXWS,KFFACTWS,AGKFFACTWS,BFIWS,PCTGLACLAKEFINEWS,PCTGLACTILCLAYWS,PCTGLACTILLOAMWS,PCTNONCARBRESIDWS,PCTCOASTCRSWS,PCTGLACLAKECRSWS,PCTEXTRUVOLWS,PCTEOLFINEWS,PCTEOLCRSWS,PCTGLACTILCRSWS,PCTSILICICWS,PCTSALLAKEWS,PCTCARBRESIDWS,PCTALLUVCOASTWS,PCTALKINTRUVOLWS,PCTWATERWS,PCTHYDRICWS,PCTCOLLUVSEDWS,RUNOFFWS,RDCRSWS,RDCRSSLPWTDWS,TMAX8110WS,TMIN8110WS,PRECIP8110WS,TMEAN8110WS,COMPSTRGTHWS,NWS,HYDRLCONDWS,MGOWS,K2OWS,AL2O3WS,NA2OWS,SIO2WS,CAOWS,P2O5WS,SWS,FE2O3WS,PERMWS,WTDEPWS,RCKDEPWS,OMWS,RDDENSWS,PRECIP08WS,TMEAN08WS,TMEAN09WS,PRECIP09WS,REGIONID.y,WSAREASQKMRP100,RDDENSWSRP100,stream_gradient,stream_slope,dom_geology,channel_freq,creek_code.y,reach_length_surveyed,OBJECTID.x.x,CREEK_CODE,SITE,area_sqkm.y,COMID.y,CreekCode.y,RL,VBA,SWA,CatArea,VBL,VBL_RL_R,VBA_RWA_R,inWtrbdy,Confinement,bankfull_mean,mean_ad,mean_cc,mean_ddi,X,site_id.x,survey_year.y,reach_length,frequency_km,aggr_pieces_km,aggr_perc_km,vol_km,site_id.y,high_flow_count,usgs_site,distance_m,distance_km,creek_code,site.y,survey_date.y,survey_type.y,channel_width.y,reach_length_bankfull.y,upstream_length.y,main_or_trib.y,survey_year,QC_visit.y,survey_date2,survey_date3
1878,2010WAHAM1021,WAHAM,21,9/7/2010 0:00,Regular,15.6,320,320,WAHAM0021,2010,N,21,WAHAM,Olympic Peninsula,Olympic Peninsula,Hamma Hamma River,Jefferson,WA,Puget Sound,Pacific Northwest Region,Puget Sound,Hood Canal,105,7,13,31,40,78,6.67,12.38,29.52,38.1,74.29,20,105,221.76,65,332,1982,1650,1190.091068,319.3804282,1223,65,WAHAM,21,56.61383903,0,71.70317078,71.70317078,29.36538015,11.47170563,29.99095345,70.93601224,40.15959978,24287132,WAHAM,Region17,66.5316,54.91183756,13.37345706,1124.1056,586.5643,0.1971,0,54.1149,0,0,0,63.94,0,0,0,0,0,0,36.06,0,0,0,0,0,0,0,1971.8395,0.0014,0.0092,9.920942267,1.862498201,3686.518188,5.894049789,131.1422,0.0299,0.3692,3.432,1.5897,11.5075,1.5918,61.5291,5.4703,0.1931,0.0394,6.0224,5.738241167,165.5433752,97.27769845,2.15718066,0.2671,2695.107007,5.364011337,6.244746074,2856.018135,Region17,7.65,0.5515,0.030013455,0.04271739,Igneous volcanic,2,WAHAM,320,65,WAHAM,21,56.61383903,24287132,WAHAM,5.389,440100,98183.80703,14263200,2.739295563,0.508312407,4.482409201,0,Unconfined,26.156,227.8138848,81.4725906,6.343926198,1265,WAHAM0021,2010,320,259.38,140.62,54.22,665.29,WAHAM0021,51,12056500,11997.42679,11.99742679,WAHAM,21,9/7/2010 0:00,Regular,15.6,320,320,MAINSTEM,2010,N,9/7/2010,9/7/2010
1879,2015WAGWR1005,WAGWR,5,8/26/2015 8:45,Regular,0,0,0,WAGWR0005,2015,N,5,WAGWR,Olympic Peninsula,Olympic Peninsula,Lower Gray Wolf River,Clallum,WA,Puget Sound,Pacific Northwest Region,Puget Sound,Dungeness-Elwha,300,11,0,186,102,299,3.67,0,62,34,99.67,21.84,46,97.16,111,270,2316,2046,1352.985401,418.8435212,1407,111,WAGWR,5,195.1097362,0,72.38793945,72.38793945,28.37411324,9.463151477,29.43882751,72.61519608,141.6793175,23997396,WAGWR,Region17,195.2874,79.79603692,5.629060175,1353.6467,576.7538,0.1587,0,60.4367,0,0,0,90.71,0,0,0,0,0,0,9.29,0,0,0,0,0,0,0,1576.5727,0.0003,0.0002,8.860292471,0.63382857,1611.299991,4.749556718,113.7708,0.0457,0.2668,2.3302,1.9256,10.5223,1.1761,65.2837,3.6911,0.1492,0.0496,4.5732,7.565368495,181.72908,106.2478335,1.133899278,0.0431,1321.772254,4.018516898,4.972918227,1522.523764,Region17,25.2414,0.0505,0.018824851,0.01517857,Sedimentary Clastic,3,WAGWR,480,111,WAGWR,5,195.1097362,23997396,WAGWR,0.332,45000,10563.69194,273600,0.332164045,1.00049411,4.259874318,0,Unconfined,17.53,169.5791388,82.69009274,5.410957445,2136,WAGWR0005,2015,480,72.92,39.58,54.29,95.66,WAGWR0005,35,12048000,5264.616169,5.264616169,WAGWR,5,8/26/2015 8:45,Regular,0,0,0,,2015,N,8/26/2015,8/26/2015
1880,2015WAGWR1016,WAGWR,16,9/9/2015 8:21,Regular,0,0,0,WAGWR0016,2015,N,16,WAGWR,Olympic Peninsula,Olympic Peninsula,Lower Gray Wolf River,Clallum,WA,Puget Sound,Pacific Northwest Region,Puget Sound,Dungeness-Elwha,300,17,0,160,114,291,5.67,0,53.33,38,97,15,49,122.48,110,300,2316,2016,1359.053709,412.9076545,1411,110,WAGWR,16,193.9028985,0,72.38793945,72.38793945,28.4356209,9.429736034,29.50153732,72.89686535,141.3491348,23997400,WAGWR,Region17,194.8518,79.98736923,5.588271031,1355.9291,576.5195,0.1584,0,60.4377,0,0,0,90.69,0,0,0,0,0,0,9.31,0,0,0,0,0,0,0,1576.5762,0.0003,0.0002,8.849845042,0.623681235,1612.617971,4.739257824,113.8503,0.0457,0.267,2.3316,1.9254,10.5225,1.1769,65.2779,3.6957,0.1493,0.0495,4.5749,7.579685088,181.7369982,106.1355522,1.135252787,0.0402,1323.130539,4.008673944,4.963501045,1523.861101,Region17,25.1181,0.0459,0.024356844,0.01762215,Sedimentary Clastic,3,WAGWR,480,110,WAGWR,16,193.9028985,23997400,WAGWR,1.606,108000,45060.33424,1406700,0.683953131,0.425873681,2.396786482,0,Confined,19.778,170.4009943,82.75493981,5.415907193,2137,WAGWR0016,2015,480,247.92,177.08,71.43,454.55,WAGWR0016,35,12048000,5934.949883,5.934949883,WAGWR,16,9/9/2015 8:21,Regular,0,0,0,,2015,N,9/9/2015,9/9/2015
1881,2007WAGWR1016,WAGWR,16,8/27/2007 0:00,Regular,46.5,480,480,WAGWR0016,2007,N,16,WAGWR,Olympic Peninsula,Olympic Peninsula,Lower Gray Wolf River,Clallum,WA,Puget Sound,Pacific Northwest Region,Puget Sound,Dungeness-Elwha,105,13,0,39,33,85,12.38,0,37.14,31.43,80.95,7.64,70,302.2,110,300,2316,2016,1359.053709,412.9076545,1411,110,WAGWR,16,193.9028985,0,72.38793945,72.38793945,28.4356209,9.429736034,29.50153732,72.89686535,141.3491348,23997400,WAGWR,Region17,194.8518,79.98736923,5.588271031,1355.9291,576.5195,0.1584,0,60.4377,0,0,0,90.69,0,0,0,0,0,0,9.31,0,0,0,0,0,0,0,1576.5762,0.0003,0.0002,8.849845042,0.623681235,1612.617971,4.739257824,113.8503,0.0457,0.267,2.3316,1.9254,10.5225,1.1769,65.2779,3.6957,0.1493,0.0495,4.5749,7.579685088,181.7369982,106.1355522,1.135252787,0.0402,1323.130539,4.008673944,4.963501045,1523.861101,Region17,25.1181,0.0459,0.024356844,0.01762215,Sedimentary Clastic,5,WAGWR,480,110,WAGWR,16,193.9028985,23997400,WAGWR,1.606,108000,45060.33424,1406700,0.683953131,0.425873681,2.396786482,0,Confined,30.768,168.8063339,82.84422527,5.334903272,790,WAGWR0016,2007,480,329.17,187.5,56.96,1263.25,WAGWR0016,35,12048000,5934.949883,5.934949883,WAGWR,16,8/27/2007 0:00,Regular,46.5,480,480,MAINSTEM,2007,N,8/27/2007,8/27/2007
1882,2007WAGWR1019,WAGWR,19,8/24/2007 0:00,Regular,34.09999847,480,480,WAGWR0019,2007,N,19,WAGWR,Olympic Peninsula,Olympic Peninsula,Lower Gray Wolf River,Clallum,WA,Puget Sound,Pacific Northwest Region,Puget Sound,Dungeness-Elwha,105,8,1,42,35,85,7.62,0.95,40,33.33,80.95,10.48,68.5,282.8,113,258,2316,2058,1347.56984,423.5356598,1404,113,WAGWR,19,196.2832979,0,72.38793945,72.38793945,28.29776163,9.506122692,29.37319565,72.25293214,141.820438,23997392,WAGWR,Region17,197.1792,79.03035227,5.791007921,1344.921,577.6455,0.1597,0,60.435,0,0,0,90.8,0,0,0,0,0,0,9.2,0,0,0,0,0,0,0,1576.5576,0.0003,0.0002,8.905950664,0.675080463,1605.392443,4.793000691,113.4297,0.046,0.2663,2.3241,1.9262,10.5212,1.1727,65.3086,3.6712,0.1492,0.0503,4.5656,7.513752291,181.5797449,106.7431433,1.128973853,0.0548,1316.113611,4.059872315,5.012401371,1516.971343,Region17,25.4817,0.0621,0.016333794,0.02020734,Sedimentary Clastic,1,WAGWR,480,113,WAGWR,19,196.2832979,23997392,WAGWR,0.789,118800,23417.80788,960300,0.789269034,1.000340981,5.073062372,0,Unconfined,23.732,167.0848489,82.74342723,5.318791305,791,WAGWR0019,2007,480,45.83,27.08,59.09,115.62,WAGWR0019,35,12048000,4805.217635,4.805217635,WAGWR,19,8/24/2007 0:00,Regular,34.09999847,480,480,MAINSTEM,2007,N,8/24/2007,8/24/2007
1883,2009WAMCR1024,WAMCR,24,8/23/2009 12:00,Regular,5.0999999,160,160,WAMCR0024,2009,N,24,WAMCR,Western Cascades,North Cascades,Upper Cascade River,Skagit,WA,Puget Sound,Pacific Northwest Region,Puget Sound,Upper Skagit,105,5,7,18,34,57,4.76,6.67,17.14,32.38,54.29,33.56,203.5,587.52,119,421,1892,1471,1320.892878,307.6481676,1379,119,WAMCR,24,10.92216366,0.675206006,58.50986862,57.83466262,30.39450871,9.150794215,30.96619415,76.57313936,8.3634436,24255055,WAMCR,Region17,11.0133,42.07968129,9.991682602,1314.0439,594.0534,0.1923,0,61.7502,0,0,0,0,0,0,0,0,0,0.83,99.17,0,0,0,0,0,0,0,1813,0.0027,0.0141,9.612889713,0.391970647,2297.328055,5.005021525,126.8587,0.0245,1.1491,3.0901,2.1184,14.3494,2.2166,59.3542,4.5461,0.1508,0.0383,6.4655,5.946708344,157.6132238,123.820277,1.883156819,0.0259,1902.831053,4.925334262,5.432226077,2136.690543,Region17,1.8342,0.0896,0.188498437,0.2077304,Metamorphic Schist,2,WAMCR,160,119,WAMCR,24,10.92216366,24255055,WAMCR,4.502,9900,68489.93038,6264000,0.152213358,0.033810164,0.144546796,0,Confined,10.951,232.9799854,81.74421745,5.869158448,1087,WAMCR0024,2009,160,287.5,150,52.17,968.77,WAMCR0024,27,12181200,13255.43431,13.25543431,WAMCR,24,8/23/2009 12:00,Regular,5.0999999,160,160,MAINSTEM,2009,N,8/23/2009,8/23/2009
1884,2009WAMCR1035,WAMCR,35,8/24/2009 12:00,Regular,10.30000019,240,240,WAMCR0035,2009,N,35,WAMCR,Western Cascades,North Cascades,Upper Cascade River,Skagit,WA,Puget Sound,Pacific Northwest Region,Puget Sound,Upper Skagit,105,13,2,30,24,67,12.38,1.9,28.57,22.86,63.81,6.96,100,749.44,124,616,2122,1506,1373.900957,308.688786,1386,124,WAMCR,35,11.06588248,0,64.10306549,64.10306549,31.29796605,9.297227177,30.90758705,81.2997318,8.996532778,24255109,WAMCR,Region17,12.2328,41.61846527,10.07310771,1296.1948,577.2901,0.1898,0,63.3244,0,0,0,0,0,0,0,0,0,5.92,94.08,0,0,0,0,0,0,0,1813,0.0074,0.0527,9.624106421,0.577666378,2472.133119,5.102747375,116.165,0.0738,24.6899,2.5532,2.2601,13.6079,2.1506,58.1509,3.8794,0.1371,0.0353,8.2939,5.934216451,159.4617981,121.3405923,1.816027075,0.1338,2057.164067,4.850013131,5.402100846,2365.115683,Region17,2.0889,0.2525,0.137423709,0.23419866,Metamorphic Schist,6,WAMCR,240,124,WAMCR,35,11.06588248,24255109,WAMCR,2.267,128700,35465.12618,1883700,0.420157912,0.185336529,3.62891702,0,Confined,10.028,211.059482,82.91858909,5.356664443,1088,WAMCR0035,2009,240,245.83,141.67,57.63,618.24,WAMCR0035,37,12182500,12632.35624,12.63235624,WAMCR,35,8/24/2009 12:00,Regular,10.30000019,240,240,MAINSTEM,2009,N,8/24/2009,8/24/2009
1885,2015WAGWR1019,WAGWR,19,8/29/2015 8:40,Regular,0,0,0,WAGWR0019,2015,N,19,WAGWR,Olympic Peninsula,Olympic Peninsula,Lower Gray Wolf River,Clallum,WA,Puget Sound,Pacific Northwest Region,Puget Sound,Dungeness-Elwha,300,10,6,161,109,280,3.33,2,53.67,36.33,93.33,12,52,145,113,258,2316,2058,1347.56984,423.5356598,1404,113,WAGWR,19,196.2832979,0,72.38793945,72.38793945,28.29776163,9.506122692,29.37319565,72.25293214,141.820438,23997392,WAGWR,Region17,197.1792,79.03035227,5.791007921,1344.921,577.6455,0.1597,0,60.435,0,0,0,90.8,0,0,0,0,0,0,9.2,0,0,0,0,0,0,0,1576.5576,0.0003,0.0002,8.905950664,0.675080463,1605.392443,4.793000691,113.4297,0.046,0.2663,2.3241,1.9262,10.5212,1.1727,65.3086,3.6712,0.1492,0.0503,4.5656,7.513752291,181.5797449,106.7431433,1.128973853,0.0548,1316.113611,4.059872315,5.012401371,1516.971343,Region17,25.4817,0.0621,0.016333794,0.02020734,Sedimentary Clastic,1,WAGWR,480,113,WAGWR,19,196.2832979,23997392,WAGWR,0.789,118800,23417.80788,960300,0.789269034,1.000340981,5.073062372,0,Unconfined,19.062,168.806638,82.66282803,5.408217157,2138,WAGWR0019,2015,480,45.83,18.75,40.91,61.36,WAGWR0019,35,12048000,4805.217635,4.805217635,WAGWR,19,8/29/2015 8:40,Regular,0,0,0,,2015,N,8/29/2015,8/29/2015
1886,2007WAGWR1020,WAGWR,20,8/25/2007 0:00,Regular,40.5,480,480,WAGWR0020,2007,N,20,WAGWR,Olympic Peninsula,Olympic Peninsula,Lower Gray Wolf River,Clallum,WA,Puget Sound,Pacific Northwest Region,Puget Sound,Dungeness-Elwha,103,14,3,37,37,88,13.59,2.91,35.92,35.92,85.44,4,62,230.8,108,337,2316,1979,1376.798139,398.1545969,1425,108,WAGWR,20,189.886704,0,72.38793945,72.38793945,28.66222541,9.325023821,29.69351578,73.9292235,140.3817658,23997402,WAGWR,Region17,192.2823,81.11480485,5.348592621,1367.7989,575.4863,0.157,0,60.4363,0,0,0,90.56,0,0,0,0,0,0,9.44,0,0,0,0,0,0,0,1576.5973,0,0,8.78726429,0.569326388,1619.735113,4.680791273,114.3266,0.0452,0.2677,2.3401,1.9246,10.524,1.1817,65.2431,3.7235,0.1493,0.0486,4.5855,7.658705923,181.8754478,105.4448267,1.142843652,0.0283,1330.612965,3.953442388,4.91071373,1531.062848,Region17,24.3999,0.0171,0.017863709,0.02564935,Sedimentary Clastic,4,WAGWR,480,108,WAGWR,20,189.886704,23997402,WAGWR,2.645,201600,73680.62336,6560100,1.35892581,0.513771573,2.736133203,0,Mod Confined,24.119,171.6517849,82.93301511,5.365803505,792,WAGWR0020,2007,480,243.75,131.25,53.85,566.59,WAGWR0020,35,12048000,6615.765184,6.615765184,WAGWR,20,8/25/2007 0:00,Regular,40.5,480,480,MAINSTEM,2007,N,8/25/2007,8/25/2007
1887,2015WAGWR1020,WAGWR,20,8/28/2015 9:23,Regular,0,0,0,WAGWR0020,2015,N,20,WAGWR,Olympic Peninsula,Olympic Peninsula,Lower Gray Wolf River,Clallum,WA,Puget Sound,Pacific Northwest Region,Puget Sound,Dungeness-Elwha,300,25,4,70,165,260,8.33,1.33,23.33,55,86.67,13,106.5,245,108,337,2316,1979,1376.798139,398.1545969,1425,108,WAGWR,20,189.886704,0,72.38793945,72.38793945,28.66222541,9.325023821,29.69351578,73.9292235,140.3817658,23997402,WAGWR,Region17,192.2823,81.11480485,5.348592621,1367.7989,575.4863,0.157,0,60.4363,0,0,0,90.56,0,0,0,0,0,0,9.44,0,0,0,0,0,0,0,1576.5973,0,0,8.78726429,0.569326388,1619.735113,4.680791273,114.3266,0.0452,0.2677,2.3401,1.9246,10.524,1.1817,65.2431,3.7235,0.1493,0.0486,4.5855,7.658705923,181.8754478,105.4448267,1.142843652,0.0283,1330.612965,3.953442388,4.91071373,1531.062848,Region17,24.3999,0.0171,0.017863709,0.02564935,Sedimentary Clastic,1,WAGWR,480,108,WAGWR,20,189.886704,23997402,WAGWR,2.645,201600,73680.62336,6560100,1.35892581,0.513771573,2.736133203,0,Mod Confined,23.097,173.0723901,82.82231885,5.43544707,2139,WAGWR0020,2015,480,95.83,47.92,50,224.43,WAGWR0020,35,12048000,6615.765184,6.615765184,WAGWR,20,8/28/2015 9:23,Regular,0,0,0,,2015,N,8/28/2015,8/28/2015
1888,2015WAGWR1035,WAGWR,35,8/30/2015 9:25,Regular,0,0,0,WAGWR0035,2015,N,35,WAGWR,Olympic Peninsula,Olympic Peninsula,Lower Gray Wolf River,Clallum,WA,Puget Sound,Pacific Northwest Region,Puget Sound,Dungeness-Elwha,300,22,0,170,108,300,7.33,0,56.67,36,100,10,44.5,100,109,563,1227,664,811.8320906,121.2018498,801,109,WAGWR,35,3.275195102,0,58.59860229,58.59860229,24.56512771,10.51521484,24.88861084,54.90910507,1.79838032,23997906,WAGWR,Region17,3.6918,37.65133741,15.17095355,789.1421,602.7148,0.2622,0,61.7728,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575,0,0,12.38490656,3.672063661,1157.950155,8.031404263,108.4676,0.031,0.3232,1.7303,1.8057,8.9826,0.8973,69.4673,3.6824,0.1315,0.0324,3.5683,3.44381765,179.7790151,132.3922087,0.852298879,0.7228,886.8259074,6.923160867,7.883577879,1125.18829,Region17,0.5823,0.6922,0.049349655,0.09578125,Sedimentary Clastic,1,WAGWR,160,109,WAGWR,35,3.275195102,23997906,WAGWR,2.646,75600,17249.75507,3691800,0.251908561,0.095203538,4.382670924,0,Confined,2.071,114.9614731,86.6027873,4.95886043,2140,WAGWR0035,2015,160,31.25,18.75,60,43.37,WAGWR0035,35,12048000,8438.596181,8.438596181,WAGWR,35,8/30/2015 9:25,Regular,0,0,0,,2015,N,8/30/2015,8/30/2015
1889,2007WAGWR1037,WAGWR,37,8/28/2007 0:00,Regular,2.20000005,160,160,WAGWR0037,2007,N,37,WAGWR,Olympic Peninsula,Olympic Peninsula,Lower Gray Wolf River,Clallum,WA,Puget Sound,Pacific Northwest Region,Puget Sound,Dungeness-Elwha,105,18,0,46,32,96,17.14,0,43.81,30.48,91.43,1,37,171.8,112,685,1227,542,860.6699933,101.9314876,827,112,WAGWR,37,1.366912705,0,58.59860229,58.59860229,22.76049619,12.3177076,21.75631714,44.50096792,0.608289384,23997906,WAGWR,Region17,3.6918,37.65133741,15.17095355,789.1421,602.7148,0.2622,0,61.7728,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575,0,0,12.38490656,3.672063661,1157.950155,8.031404263,108.4676,0.031,0.3232,1.7303,1.8057,8.9826,0.8973,69.4673,3.6824,0.1315,0.0324,3.5683,3.44381765,179.7790151,132.3922087,0.852298879,0.7228,886.8259074,6.923160867,7.883577879,1125.18829,Region17,0.5823,0.6922,0.174915365,0.2011873,Sedimentary Clastic,1,WAGWR,160,112,WAGWR,37,1.366912705,23997906,WAGWR,2.646,75600,17249.75507,3691800,0.251908561,0.095203538,4.382670924,0,Confined,2.45,125.2693797,88.2563498,4.768463278,794,WAGWR0037,2007,160,143.75,37.5,26.09,247.8,WAGWR0037,35,12048000,8091.124271,8.091124271,WAGWR,37,8/28/2007 0:00,Regular,2.20000005,160,160,TRIBUTARY,2007,N,8/28/2007,8/28/2007
1890,2015WAGWR1037,WAGWR,37,8/30/2015 13:15,Regular,0,0,0,WAGWR0037,2015,N,37,WAGWR,Olympic Peninsula,Olympic Peninsula,Lower Gray Wolf River,Clallum,WA,Puget Sound,Pacific Northwest Region,Puget Sound,Dungeness-Elwha,300,17,0,258,19,294,5.67,0,86,6.33,98,12,27,51,112,685,1227,542,860.6699933,101.9314876,827,112,WAGWR,37,1.366912705,0,58.59860229,58.59860229,22.76049619,12.3177076,21.75631714,44.50096792,0.608289384,23997906,WAGWR,Region17,3.6918,37.65133741,15.17095355,789.1421,602.7148,0.2622,0,61.7728,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575,0,0,12.38490656,3.672063661,1157.950155,8.031404263,108.4676,0.031,0.3232,1.7303,1.8057,8.9826,0.8973,69.4673,3.6824,0.1315,0.0324,3.5683,3.44381765,179.7790151,132.3922087,0.852298879,0.7228,886.8259074,6.923160867,7.883577879,1125.18829,Region17,0.5823,0.6922,0.174915365,0.2011873,Sedimentary Clastic,1,WAGWR,160,112,WAGWR,37,1.366912705,23997906,WAGWR,2.646,75600,17249.75507,3691800,0.251908561,0.095203538,4.382670924,0,Confined,1.85,124.9796287,88.25227393,4.966761295,2141,WAGWR0037,2015,160,181.25,43.75,24.14,195.48,WAGWR0037,35,12048000,8091.124271,8.091124271,WAGWR,37,8/30/2015 13:15,Regular,0,0,0,,2015,N,8/30/2015,8/30/2015
1891,2002WAHAM1001,WAHAM,1,8/15/2002 0:00,Regular,20,400,400,WAHAM0001,2002,N,1,WAHAM,Olympic Peninsula,Olympic Peninsula,Hamma Hamma River,Jefferson,WA,Puget Sound,Pacific Northwest Region,Puget Sound,Hood Canal,120,20,0,40,36,96,16.67,0,33.33,30,80,1.12,64.5,289.72,68,224,1982,1758,1127.609481,359.6417901,1177,68,WAHAM,1,65.76406498,0,71.70317078,71.70317078,29.34156902,11.4307351,30.2564373,71.50611311,47.02532669,24287132,WAHAM,Region17,66.5316,54.91183756,13.37345706,1124.1056,586.5643,0.1971,0,54.1149,0,0,0,63.94,0,0,0,0,0,0,36.06,0,0,0,0,0,0,0,1971.8395,0.0014,0.0092,9.920942267,1.862498201,3686.518188,5.894049789,131.1422,0.0299,0.3692,3.432,1.5897,11.5075,1.5918,61.5291,5.4703,0.1931,0.0394,6.0224,5.738241167,165.5433752,97.27769845,2.15718066,0.2671,2695.107007,5.364011337,6.244746074,2856.018135,Region17,7.65,0.5515,0.016989645,0.02443396,Igneous volcanic,1,WAHAM,400,68,WAHAM,1,65.76406498,24287132,WAHAM,5.389,440100,98183.80703,14263200,2.739295563,0.508312407,4.482409201,0,Unconfined,19.689,210.7714189,81.79130866,6.128499829,100,WAHAM0001,2002,400,12.5,5,40,36.02,WAHAM0001,74,12056500,14385.74571,14.38574571,WAHAM,1,8/15/2002 0:00,Regular,20,400,400,MAINSTEM,2002,N,8/15/2002,8/15/2002
1892,2010WAHAM1001,WAHAM,1,9/3/2010 0:00,Regular,27.7,480,480,WAHAM0001,2010,N,1,WAHAM,Olympic Peninsula,Olympic Peninsula,Hamma Hamma River,Jefferson,WA,Puget Sound,Pacific Northwest Region,Puget Sound,Hood Canal,104,9,1,22,51,82,8.65,0.96,21.15,49.04,78.85,22,105,280,68,224,1982,1758,1127.609481,359.6417901,1177,68,WAHAM,1,65.76406498,0,71.70317078,71.70317078,29.34156902,11.4307351,30.2564373,71.50611311,47.02532669,24287132,WAHAM,Region17,66.5316,54.91183756,13.37345706,1124.1056,586.5643,0.1971,0,54.1149,0,0,0,63.94,0,0,0,0,0,0,36.06,0,0,0,0,0,0,0,1971.8395,0.0014,0.0092,9.920942267,1.862498201,3686.518188,5.894049789,131.1422,0.0299,0.3692,3.432,1.5897,11.5075,1.5918,61.5291,5.4703,0.1931,0.0394,6.0224,5.738241167,165.5433752,97.27769845,2.15718066,0.2671,2695.107007,5.364011337,6.244746074,2856.018135,Region17,7.65,0.5515,0.016989645,0.02443396,Igneous volcanic,3,WAHAM,400,68,WAHAM,1,65.76406498,24287132,WAHAM,5.389,440100,98183.80703,14263200,2.739295563,0.508312407,4.482409201,0,Unconfined,22.899,217.3808126,82.29845013,6.286597291,1260,WAHAM0001,2010,400,25,7.5,30,76.52,WAHAM0001,74,12056500,14385.74571,14.38574571,WAHAM,1,9/3/2010 0:00,Regular,27.7,480,480,MAINSTEM,2010,N,9/3/2010,9/3/2010
1893,2010WAHAM1005,WAHAM,5,9/5/2010 0:00,Regular,19,400,400,WAHAM0005,2010,N,5,WAHAM,Olympic Peninsula,Olympic Peninsula,Hamma Hamma River,Jefferson,WA,Puget Sound,Pacific Northwest Region,Puget Sound,Hood Canal,105,6,14,13,43,62,5.71,13.33,12.38,40.95,59.05,55,180,373.8,66,443,1982,1539,1216.148816,302.8348906,1243,66,WAHAM,5,52.68755613,0,71.70317078,71.70317078,28.94874991,11.32396787,29.51965332,70.03829477,36.90146587,24287132,WAHAM,Region17,66.5316,54.91183756,13.37345706,1124.1056,586.5643,0.1971,0,54.1149,0,0,0,63.94,0,0,0,0,0,0,36.06,0,0,0,0,0,0,0,1971.8395,0.0014,0.0092,9.920942267,1.862498201,3686.518188,5.894049789,131.1422,0.0299,0.3692,3.432,1.5897,11.5075,1.5918,61.5291,5.4703,0.1931,0.0394,6.0224,5.738241167,165.5433752,97.27769845,2.15718066,0.2671,2695.107007,5.364011337,6.244746074,2856.018135,Region17,7.65,0.5515,0.048799075,0.07027523,Igneous volcanic,2,WAHAM,400,66,WAHAM,5,52.68755613,24287132,WAHAM,5.389,440100,98183.80703,14263200,2.739295563,0.508312407,4.482409201,0,Unconfined,21.126,231.9420455,81.49785747,6.382598825,1261,WAHAM0005,2010,400,92.5,47.5,51.35,331.15,WAHAM0005,51,12056500,10795.47741,10.79547741,WAHAM,5,9/5/2010 0:00,Regular,19,400,400,MAINSTEM,2010,N,9/5/2010,9/5/2010
